'one': [19238, 49] 
'conspiring': [16, 7] 
'stings': [16, 7] 
'neighborhood': [16, 8] 
'assisting': [16, 10] 
'hug': [16, 10] 
'rouses': [16, 6] 
'halted': [16, 7] 
'inexperienced': [16, 10] 
'farthest': [16, 13] 
'spurious': [16, 10] 
'729': [16, 2] 
'harmonize': [16, 8] 
'ennobled': [16, 11] 
'acquirement': [16, 7] 
'wizard': [16, 8] 
'oppositions': [16, 7] 
'smiting': [16, 9] 
'raptures': [16, 7] 
'imperishable': [16, 8] 
'dissolves': [16, 7] 
'flayed': [16, 7] 
'reddish': [16, 5] 
'atalanta': [16, 4] 
'threads': [16, 9] 
'weave': [16, 9] 
'despotical': [16, 3] 
'seller': [16, 7] 
'fulfill': [16, 8] 
'watery': [16, 12] 
'impossibilities': [16, 7] 
'holders': [16, 5] 
'valor': [16, 3] 
'complement': [16, 7] 
'leadership': [16, 6] 
'arbitrarily': [16, 9] 
'undecided': [16, 8] 
'veto': [16, 5] 
'centralized': [16, 3] 
'safest': [16, 11] 
'innovations': [16, 6] 
'overstep': [16, 6] 
'hiero': [16, 5] 
'deviate': [16, 11] 
'passengers': [16, 9] 
'rearing': [16, 9] 
'emotional': [16, 4] 
'whiter': [16, 9] 
'resignation': [16, 9] 
'embryos': [16, 2] 
'bashful': [16, 9] 
'investigations': [16, 7] 
'trenches': [16, 7] 
'default': [16, 10] 
'expediency': [16, 9] 
'coupling': [16, 4] 
'greed': [16, 7] 
'demodocus': [16, 3] 
'tincture': [16, 6] 
'circus': [16, 6] 
'unnoticed': [16, 12] 
'grains': [16, 9] 
'unseasonably': [16, 4] 
'enumeration': [16, 10] 
'sequence': [16, 9] 
'mice': [16, 7] 
'bubble': [16, 7] 
'spider': [16, 11] 
'magisterial': [16, 5] 
'affectionately': [16, 8] 
'436': [16, 3] 
'blaspheme': [16, 5] 
'fascinating': [16, 11] 
'critic': [16, 12] 
'beheaded': [16, 6] 
'disquieted': [16, 7] 
'sparingly': [16, 9] 
'unburied': [16, 5] 
'solace': [16, 12] 
'eradicate': [16, 10] 
'proportionably': [16, 7] 
'dwellers': [16, 8] 
'consenting': [16, 12] 
'exhortations': [16, 8] 
'tottering': [16, 9] 
'unanimously': [16, 10] 
'seditions': [16, 6] 
'badge': [16, 10] 
'bulwarks': [16, 9] 
'irritate': [16, 8] 
'censor': [16, 6] 
'relished': [16, 8] 
'extort': [16, 11] 
'straitened': [16, 7] 
'repeats': [16, 11] 
'gathers': [16, 12] 
'pestilent': [16, 9] 
'audible': [16, 8] 
'demeanour': [16, 7] 
'laomedon': [16, 4] 
'instructors': [16, 8] 
'assaulted': [16, 9] 
'recollecting': [16, 9] 
'murdering': [16, 12] 
'prætor': [16, 3] 
'residing': [16, 8] 
'deride': [16, 9] 
'hostilities': [16, 6] 
'clasping': [16, 10] 
'unborn': [16, 12] 
'patch': [16, 8] 
'thunderbolts': [16, 9] 
'forsakes': [16, 4] 
'receding': [16, 9] 
'thwart': [16, 13] 
'deriving': [16, 11] 
'slide': [16, 10] 
'inglorious': [16, 6] 
'abounded': [16, 10] 
'proximity': [16, 11] 
'conducts': [16, 7] 
'consolations': [16, 10] 
'graciously': [16, 11] 
'handsomely': [16, 6] 
'feigning': [16, 9] 
'286': [16, 2] 
'291': [16, 4] 
'292': [16, 4] 
'293': [16, 3] 
'294': [16, 4] 
'296': [16, 3] 
'297': [16, 4] 
'301': [16, 3] 
'illicit': [16, 5] 
'peripatetics': [16, 4] 
'361': [16, 5] 
'conformed': [16, 8] 
'393': [16, 4] 
'oven': [16, 5] 
'razor': [16, 7] 
'strayed': [16, 10] 
'diametrically': [16, 9] 
'spurns': [16, 11] 
'dogma': [16, 6] 
'obscurely': [16, 8] 
'441': [16, 5] 
'444': [16, 7] 
'451': [16, 4] 
'manichees': [16, 2] 
'leviathan': [16, 7] 
'adhered': [16, 12] 
'adhering': [16, 10] 
'unreal': [16, 8] 
'languor': [16, 7] 
'decayed': [16, 7] 
'massive': [16, 10] 
'permanently': [16, 9] 
'war”': [16, 6] 
'borgia': [16, 5] 
'urbino': [16, 4] 
'15th': [16, 7] 
'extortion': [16, 5] 
'edifying': [16, 8] 
'bolder': [16, 9] 
'untie': [16, 9] 
'earthen': [16, 6] 
'xxix': [16, 6] 
'xxxi': [16, 6] 
'xxxiii': [16, 6] 
'albeit': [16, 11] 
'plebeians': [16, 6] 
'outlet': [16, 7] 
'prognostics': [16, 3] 
'devoutly': [16, 11] 
'ascendency': [16, 4] 
'backed': [16, 12] 
'germ': [16, 7] 
'remedied': [16, 9] 
'others”': [16, 5] 
'assurances': [16, 5] 
'clitus': [16, 2] 
'camps': [16, 6] 
'repulsed': [16, 9] 
'pleas': [16, 7] 
'“such': [16, 7] 
'taunt': [16, 8] 
'routine': [16, 8] 
'counterfeiting': [16, 6] 
'irresolution': [16, 3] 
'bewilderment': [16, 5] 
'glut': [16, 8] 
'barred': [16, 9] 
'“his': [16, 6] 
'pondered': [16, 8] 
'route': [16, 8] 
'explication': [16, 4] 
'diamonds': [16, 9] 
'romance': [16, 9] 
'amended': [16, 8] 
'materially': [16, 6] 
'climbing': [16, 11] 
'tube': [16, 6] 
'witches': [16, 7] 
'thinketh': [16, 3] 
'spaniel': [16, 7] 
'transferre': [16, 1] 
'erre': [16, 1] 
'presuming': [16, 10] 
'mis': [16, 6] 
'sayd': [16, 1] 
'publiquely': [16, 1] 
'terrour': [16, 1] 
'possest': [16, 3] 
'redound': [16, 9] 
'entred': [16, 1] 
'chooseth': [16, 3] 
'tendeth': [16, 2] 
'unnecessarily': [16, 11] 
'primogeniture': [16, 3] 
'counsellours': [16, 1] 
'essentiall': [16, 1] 
'inseparably': [16, 7] 
'forbad': [16, 4] 
'understandeth': [16, 3] 
'lender': [16, 5] 
'recede': [16, 6] 
'stayd': [16, 3] 
'regardeth': [16, 2] 
'reigneth': [16, 2] 
'gaming': [16, 6] 
'canaanite': [16, 2] 
'confesseth': [16, 3] 
'2230': [16, 2] 
'1778': [16, 6] 
'2423': [16, 2] 
'1228': [16, 2] 
'miriam': [16, 2] 
'visionary': [16, 8] 
'publican': [16, 4] 
'hashabiah': [16, 2] 
'1627': [16, 3] 
'1326': [16, 3] 
'2229': [16, 2] 
'syrian': [16, 5] 
'chasing': [16, 12] 
'goshen': [16, 2] 
'mourners': [16, 9] 
'inexorable': [16, 10] 
'zimri': [16, 2] 
'1755': [16, 4] 
'maximum': [16, 6] 
'roofs': [16, 6] 
'proletarians': [16, 2] 
'drunkards': [16, 9] 
'hap': [16, 9] 
'wrestle': [16, 8] 
'brag': [16, 7] 
'ovid': [16, 6] 
'scoundrels': [16, 5] 
'organised': [16, 7] 
'alleviate': [16, 8] 
'unwholesome': [16, 10] 
'degenerated': [16, 9] 
'smelt': [16, 9] 
'roundly': [16, 5] 
'divest': [16, 9] 
'teeming': [16, 9] 
'antagonist': [16, 8] 
'repression': [16, 6] 
'annihilate': [16, 9] 
'inches': [16, 11] 
'juices': [16, 6] 
'commiseration': [16, 5] 
'dregs': [16, 10] 
'helplessness': [16, 6] 
'disproportioned': [16, 7] 
'abatement': [16, 7] 
'attachments': [16, 6] 
'sedate': [16, 8] 
'coxcomb': [16, 5] 
'cane': [16, 7] 
'enhance': [16, 6] 
'rung': [16, 8] 
'clergyman': [16, 5] 
'thoughtful': [16, 7] 
'deducting': [16, 3] 
'lightness': [16, 9] 
'qualify': [16, 9] 
'systematically': [16, 6] 
'venit': [16, 2] 
'bruise': [16, 7] 
'arabic': [16, 5] 
'tycho': [16, 1] 
'recess': [16, 9] 
'gardener': [16, 10] 
'lark': [16, 8] 
'rightfully': [16, 7] 
'presupposition': [16, 4] 
'coarser': [16, 5] 
'arabia': [16, 7] 
'pebbles': [16, 7] 
'journeyman': [16, 3] 
'rum': [16, 4] 
'beggarly': [16, 8] 
'1724': [16, 2] 
'prostitution': [16, 7] 
'garret': [16, 3] 
'enhancement': [16, 2] 
'pork': [16, 6] 
'irish': [16, 5] 
'1624': [16, 3] 
'1650': [16, 4] 
'agio': [16, 1] 
'exports': [16, 2] 
'hemp': [16, 3] 
'hamburg': [16, 2] 
'blossoms': [16, 9] 
'trustees': [16, 4] 
'parchment': [16, 6] 
'wink': [16, 11] 
'pall': [16, 9] 
'hoof': [16, 4] 
'macartneys': [16, 1] 
'loads': [16, 7] 
'jewry': [16, 2] 
'clowns': [16, 7] 
'palsy': [16, 4] 
'satis': [16, 2] 
'moneyed': [16, 2] 
'necker': [16, 1] 
'dens': [16, 6] 
'rubbish': [16, 11] 
'boldest': [16, 10] 
'mortally': [16, 6] 
'birthright': [16, 5] 
'plume': [16, 7] 
'adord': [16, 3] 
'kneeling': [16, 9] 
'governess': [16, 5] 
'launched': [16, 9] 
'maine': [16, 4] 
'630': [16, 3] 
'federalist': [16, 1] 
'newspaper': [16, 5] 
'furrow': [16, 11] 
'embark': [16, 6] 
'earrings': [16, 5] 
'messages': [16, 9] 
'divergent': [16, 3] 
'socialist': [16, 4] 
'trespasses': [16, 4] 
'vial': [16, 5] 
'contra': [16, 5] 
'ostrich': [16, 4] 
'mongrel': [16, 3] 
'breeders': [16, 2] 
'“nay': [16, 4] 
'botanists': [16, 1] 
'candolle': [16, 1] 
'huber': [16, 1] 
'waxen': [16, 3] 
'pits': [16, 6] 
'palæozoic': [16, 1] 
'faunas': [16, 1] 
'taper': [16, 5] 
'author’s': [16, 4] 
'genealogical': [16, 2] 
'grip': [16, 8] 
'vantage': [16, 12] 
'sombre': [16, 6] 
'wells': [16, 5] 
'lingered': [16, 6] 
'friday': [16, 5] 
'musing': [16, 8] 
'foreheads': [16, 5] 
'velvet': [16, 3] 
'writhing': [16, 9] 
'kicked': [16, 8] 
'women’s': [16, 9] 
'novice': [16, 7] 
'schwab': [16, 1] 
'932': [16, 2] 
'groupings': [16, 1] 
'polemical': [16, 1] 
'itself”': [16, 3] 
'1923': [16, 2] 
'amaze': [16, 9] 
'caeneus': [16, 3] 
'simois': [16, 3] 
'bellies': [16, 6] 
'esquire': [16, 3] 
'centaurs': [16, 7] 
'windy': [16, 8] 
'prow': [16, 8] 
'huntress': [16, 5] 
'furrows': [16, 5] 
'drowning': [16, 8] 
'blossom': [16, 7] 
'rowers': [16, 5] 
'dowry': [16, 9] 
'creepeth': [16, 2] 
'1030': [16, 2] 
'1031': [16, 1] 
'sarai': [16, 1] 
'weaned': [16, 2] 
'2125': [16, 1] 
'2319': [16, 1] 
'2320': [16, 1] 
'2421': [16, 1] 
'2422': [16, 1] 
'2510': [16, 1] 
'2512': [16, 1] 
'2610': [16, 1] 
'2611': [16, 1] 
'2612': [16, 1] 
'seekest': [16, 3] 
'hivites': [16, 1] 
'uzziel': [16, 1] 
'629': [16, 1] 
'828': [16, 1] 
'1428': [16, 1] 
'prophetess': [16, 5] 
'hur': [16, 1] 
'2225': [16, 1] 
'caul': [16, 3] 
'longsuffering': [16, 1] 
'chapiters': [16, 1] 
'censer': [16, 5] 
'1529': [16, 1] 
'1530': [16, 2] 
'1532': [16, 2] 
'jephunneh': [16, 1] 
'aroer': [16, 1] 
'hart': [16, 6] 
'anathoth': [16, 1] 
'parlour': [16, 6] 
'briers': [16, 4] 
'hideth': [16, 1] 
'ziba': [16, 1] 
'amasa': [16, 1] 
'heman': [16, 1] 
'rabshakeh': [16, 1] 
'mattaniah': [16, 1] 
'amariah': [16, 1] 
'jehiel': [16, 1] 
'artaxerxes': [16, 2] 
'increaseth': [16, 2] 
'capernaum': [16, 1] 
'uncircumcision': [16, 1] 
'ebbing': [16, 7] 
'sires': [16, 5] 
'prosprous': [16, 2] 
'acestes': [16, 1] 
'vanishd': [16, 2] 
'gazd': [16, 2] 
'ordaind': [16, 2] 
'alterd': [16, 2] 
'towring': [16, 2] 
'rushd': [16, 2] 
'reignd': [16, 2] 
'offring': [16, 2] 
'approachd': [16, 2] 
'powrful': [16, 2] 
'hecate': [16, 4] 
'ivry': [16, 2] 
'knotted': [16, 7] 
'chearful': [16, 1] 
'frantick': [16, 1] 
'darksome': [16, 3] 
'surprize': [16, 1] 
'champagne': [16, 4] 
'prythee': [16, 3] 
'ceyx': [16, 1] 
'formlessness': [16, 1] 
'desire”': [16, 5] 
'tow’rds': [16, 1] 
'me’': [16, 7] 
'“just': [16, 4] 
'“upon': [16, 4] 
'1588': [16, 1] 
'wednesday': [16, 4] 
'melancholic': [16, 1] 
'understand”': [16, 4] 
'pike': [16, 3] 
'trist': [16, 1] 
'signior': [16, 4] 
'head”': [16, 3] 
'mambrino’s': [16, 1] 
'micomicona': [16, 1] 
'cid': [16, 1] 
'dulcinea’s': [16, 1] 
'knight”': [16, 1] 
'she’d': [16, 4] 
'‘you': [16, 4] 
'vicente': [16, 1] 
'he’d': [16, 3] 
'gaiferos': [16, 1] 
'recio': [16, 1] 
'boatswain': [16, 2] 
'lizzy”': [16, 1] 
'eh”': [16, 1] 
'rodya”': [16, 1] 
'mikolka': [16, 1] 
'macalister': [16, 1] 
'malone': [16, 1] 
'afeard': [16, 7] 
'romeo’s': [16, 1] 
'portia’s': [16, 1] 
'unmeaning': [15, 9] 
'platform': [15, 7] 
'cluster': [15, 10] 
'stabbed': [15, 10] 
'willows': [15, 8] 
'declarations': [15, 6] 
'fettered': [15, 5] 
'denounce': [15, 13] 
'bridges': [15, 9] 
'barbarity': [15, 9] 
'confront': [15, 12] 
'bulwark': [15, 9] 
'infidels': [15, 7] 
'repulsive': [15, 6] 
'elevating': [15, 7] 
'hurl': [15, 8] 
'hungary': [15, 6] 
'document': [15, 8] 
'controls': [15, 8] 
'presentation': [15, 9] 
'lordly': [15, 9] 
'ironical': [15, 5] 
'favorite': [15, 6] 
'applications': [15, 8] 
'civilities': [15, 5] 
'summers': [15, 9] 
'scourged': [15, 9] 
'racked': [15, 8] 
'orpheus': [15, 8] 
'trail': [15, 9] 
'sinning': [15, 9] 
'diversities': [15, 11] 
'barefoot': [15, 9] 
'worker': [15, 9] 
'niobe': [15, 7] 
'witchcraft': [15, 9] 
'equanimity': [15, 9] 
'creative': [15, 8] 
'alphabet': [15, 8] 
'presiding': [15, 9] 
'designated': [15, 8] 
'fostering': [15, 10] 
'moneys': [15, 8] 
'satisfactorily': [15, 12] 
'deems': [15, 9] 
'jests': [15, 10] 
'ridiculed': [15, 8] 
'sequel': [15, 11] 
'alluding': [15, 7] 
'brides': [15, 12] 
'flown': [15, 11] 
'considerate': [15, 11] 
'boaster': [15, 5] 
'comparable': [15, 9] 
'unions': [15, 8] 
'mutinous': [15, 6] 
'exhibits': [15, 10] 
'degenerates': [15, 7] 
'pretenders': [15, 7] 
'shrank': [15, 7] 
'tested': [15, 11] 
'esteeming': [15, 6] 
'deign': [15, 10] 
'intelligences': [15, 8] 
'tactics': [15, 8] 
'simpleton': [15, 7] 
'toiling': [15, 10] 
'lordships': [15, 3] 
'+': [15, 2] 
'treasuries': [15, 4] 
'claiming': [15, 10] 
'illegal': [15, 9] 
'orphan': [15, 8] 
'sentinels': [15, 8] 
'purchaser': [15, 8] 
'disarmed': [15, 9] 
'ravens': [15, 9] 
'godless': [15, 7] 
'gentler': [15, 9] 
'strengthens': [15, 11] 
'harmed': [15, 8] 
'recompenses': [15, 5] 
'scourges': [15, 9] 
'shuttle': [15, 10] 
'marshes': [15, 8] 
'imperceptible': [15, 8] 
'temperately': [15, 6] 
'minae': [15, 4] 
'exemplified': [15, 7] 
'mortar': [15, 8] 
'unduly': [15, 8] 
'300': [15, 6] 
'ingeniously': [15, 5] 
'encroachments': [15, 7] 
'registration': [15, 2] 
'cheated': [15, 8] 
'patent': [15, 8] 
'negotiation': [15, 9] 
'lucrative': [15, 6] 
'macedonian': [15, 7] 
'prescriptions': [15, 5] 
'samos': [15, 9] 
'executes': [15, 8] 
'premises': [15, 11] 
'span': [15, 6] 
'fairness': [15, 9] 
'milder': [15, 9] 
'locality': [15, 11] 
'plunging': [15, 11] 
'categories': [15, 6] 
'undue': [15, 8] 
'spray': [15, 8] 
'repents': [15, 7] 
'deter': [15, 9] 
'haughtiness': [15, 8] 
'revengeful': [15, 8] 
'afore': [15, 5] 
'theres': [15, 4] 
'doers': [15, 7] 
'anaxagoras': [15, 5] 
'philoctetes': [15, 6] 
'empedocles': [15, 6] 
'null': [15, 9] 
'remit': [15, 11] 
'twelvemonth': [15, 8] 
'surmise': [15, 11] 
'ordaining': [15, 9] 
'accommodating': [15, 7] 
'alleging': [15, 8] 
'remiss': [15, 8] 
'puppet': [15, 6] 
'unharmed': [15, 5] 
'loveliness': [15, 8] 
'lice': [15, 5] 
'impurity': [15, 8] 
'knives': [15, 10] 
'withdraws': [15, 11] 
'ostentatious': [15, 7] 
'aesculapius': [15, 4] 
'converts': [15, 12] 
'blaming': [15, 10] 
'swaggering': [15, 9] 
'lifes': [15, 8] 
'feebleness': [15, 9] 
'adams': [15, 5] 
'goths': [15, 7] 
'specimen': [15, 8] 
'catiline': [15, 8] 
'slips': [15, 11] 
'untried': [15, 7] 
'evidences': [15, 8] 
'proscription': [15, 7] 
'madly': [15, 8] 
'entangle': [15, 9] 
'seemly': [15, 7] 
'satire': [15, 9] 
'untruth': [15, 8] 
'branded': [15, 7] 
'resented': [15, 9] 
'priapus': [15, 4] 
'colleague': [15, 7] 
'dependants': [15, 8] 
'crashing': [15, 7] 
'implored': [15, 7] 
'tullius': [15, 5] 
'seducing': [15, 7] 
'regain': [15, 11] 
'lucretius': [15, 3] 
'ignominious': [15, 9] 
'confederates': [15, 10] 
'gothic': [15, 8] 
'voluptuousness': [15, 8] 
'terra': [15, 4] 
'nocturnal': [15, 7] 
'crows': [15, 13] 
'appreciated': [15, 7] 
'condescended': [15, 7] 
'occasioning': [15, 4] 
'velocity': [15, 4] 
'beardless': [15, 5] 
'acutely': [15, 7] 
'pastime': [15, 9] 
'alternately': [15, 9] 
'transact': [15, 8] 
'suggesting': [15, 10] 
'hatchet': [15, 6] 
'magna': [15, 5] 
'adorning': [15, 9] 
'avidity': [15, 7] 
'relapse': [15, 9] 
'incorporation': [15, 6] 
'facile': [15, 4] 
'instructs': [15, 8] 
'330': [15, 4] 
'penitent': [15, 9] 
'unbelieving': [15, 8] 
'342': [15, 4] 
'344': [15, 3] 
'345': [15, 4] 
'347': [15, 4] 
'348': [15, 3] 
'brevity': [15, 9] 
'359': [15, 3] 
'hurricane': [15, 7] 
'366': [15, 5] 
'partaker': [15, 4] 
'sparrow': [15, 10] 
'shifted': [15, 11] 
'evaded': [15, 9] 
'shineth': [15, 3] 
'commingled': [15, 5] 
'437': [15, 3] 
'unmindful': [15, 7] 
'alacrity': [15, 7] 
'blissful': [15, 6] 
'menacing': [15, 7] 
'531': [15, 2] 
'pillaged': [15, 9] 
'exasperated': [15, 7] 
'blunder': [15, 7] 
'rouen': [15, 4] 
'modo': [15, 5] 
'overcoming': [15, 11] 
'year’s': [15, 6] 
'expansion': [15, 9] 
'comments': [15, 8] 
'combats': [15, 9] 
'al': [15, 7] 
'val': [15, 5] 
'footmen': [15, 4] 
'enveloped': [15, 9] 
'confided': [15, 10] 
'sanguinary': [15, 7] 
'1328': [15, 2] 
'fatigued': [15, 8] 
'peacefully': [15, 8] 
'long”': [15, 5] 
'xxxv': [15, 5] 
'solicited': [15, 7] 
'matched': [15, 8] 
'noting': [15, 7] 
'pleaded': [15, 8] 
'shaped': [15, 10] 
'depress': [15, 6] 
'readier': [15, 5] 
'adventurer': [15, 8] 
'espoused': [15, 6] 
'immigration': [15, 3] 
'loading': [15, 6] 
'coercion': [15, 7] 
'sever': [15, 11] 
'rusty': [15, 9] 
'shutting': [15, 8] 
'smoothed': [15, 8] 
'paulus': [15, 5] 
'lair': [15, 7] 
'aback': [15, 4] 
'docility': [15, 6] 
'nomination': [15, 6] 
'tracks': [15, 9] 
'perusal': [15, 7] 
'projecting': [15, 9] 
'maladies': [15, 3] 
'endeavors': [15, 5] 
'happeneth': [15, 3] 
'formes': [15, 1] 
'lute': [15, 6] 
'lime': [15, 10] 
'abstruse': [15, 4] 
'superiour': [15, 2] 
'aeolus': [15, 5] 
'scorns': [15, 10] 
'libertie': [15, 1] 
'vicar': [15, 3] 
'immortall': [15, 1] 
'emperours': [15, 1] 
'owest': [15, 5] 
'metropolis': [15, 7] 
'emperour': [15, 1] 
'corporeall': [15, 1] 
'bribery': [15, 9] 
'2126': [15, 2] 
'2812': [15, 2] 
'gratis': [15, 8] 
'incarnate': [15, 5] 
'psaltery': [15, 3] 
'gadites': [15, 2] 
'chaplain': [15, 3] 
'waiteth': [15, 4] 
'1721': [15, 3] 
'plato’s': [15, 2] 
'adrian': [15, 3] 
'inverted': [15, 10] 
'wilful': [15, 11] 
'appreciation': [15, 11] 
'sanctions': [15, 7] 
'guarantees': [15, 5] 
'contrasted': [15, 8] 
'usefully': [15, 10] 
'warburton': [15, 2] 
'shocks': [15, 11] 
'synonymous': [15, 6] 
'dogmas': [15, 4] 
'manuscript': [15, 9] 
'purifying': [15, 3] 
'patriot': [15, 5] 
'uncommonly': [15, 6] 
'cudgel': [15, 8] 
'overcharge': [15, 5] 
'machaon': [15, 2] 
'articulate': [15, 8] 
'brutality': [15, 7] 
'hints': [15, 8] 
'enterprising': [15, 8] 
'laurels': [15, 9] 
'subsidies': [15, 4] 
'contributors': [15, 4] 
'lessening': [15, 9] 
'butcher': [15, 6] 
'embedded': [15, 2] 
'clamorous': [15, 10] 
'melodious': [15, 6] 
'saucy': [15, 10] 
'disdaining': [15, 8] 
'nicest': [15, 5] 
'monk': [15, 7] 
'stab': [15, 6] 
'extraction': [15, 5] 
'oclock': [15, 3] 
'burlesque': [15, 4] 
'pinches': [15, 4] 
'nieces': [15, 4] 
'evading': [15, 5] 
'tu': [15, 4] 
'io': [15, 6] 
'admird': [15, 3] 
'caresses': [15, 6] 
'climbed': [15, 7] 
'inlaid': [15, 6] 
'freshness': [15, 9] 
'sucks': [15, 9] 
'accented': [15, 2] 
'abrupt': [15, 7] 
'transcendental': [15, 8] 
'detailed': [15, 8] 
'consciously': [15, 7] 
'fawning': [15, 11] 
'tons': [15, 3] 
'cheapest': [15, 5] 
'compensating': [15, 2] 
'bulky': [15, 5] 
'team': [15, 8] 
'25th': [15, 3] 
'emigration': [15, 4] 
'1626': [15, 3] 
'discount': [15, 3] 
'magazine': [15, 6] 
'gloves': [15, 8] 
'musket': [15, 4] 
'hyder': [15, 2] 
'droits': [15, 1] 
'apparatus': [15, 7] 
'soucars': [15, 1] 
'legality': [15, 7] 
'folding': [15, 9] 
'electoral': [15, 2] 
'signet': [15, 5] 
'quibus': [15, 4] 
'shamed': [15, 6] 
'quidem': [15, 5] 
'budget': [15, 4] 
'rake': [15, 7] 
'tour': [15, 5] 
'conversations': [15, 10] 
'bottomless': [15, 5] 
'je': [15, 4] 
'ce': [15, 4] 
'quisque': [15, 2] 
'gloss': [15, 4] 
'coffin': [15, 6] 
'electric': [15, 4] 
'caps': [15, 7] 
'delighteth': [15, 2] 
'braced': [15, 6] 
'distinguishd': [15, 3] 
'thickets': [15, 8] 
'vests': [15, 3] 
'chicago': [15, 3] 
'turmoil': [15, 4] 
'functionary': [15, 2] 
'irrelevant': [15, 5] 
'fr': [15, 2] 
'logs': [15, 8] 
'icy': [15, 10] 
'parasitic': [15, 2] 
'descried': [15, 5] 
'rowing': [15, 5] 
'foxes': [15, 6] 
'zones': [15, 4] 
'pawnbroker': [15, 2] 
'fantail': [15, 1] 
'clusters': [15, 6] 
'basins': [15, 3] 
'spine': [15, 8] 
'curls': [15, 9] 
'scented': [15, 10] 
'fauna': [15, 1] 
'horse’s': [15, 5] 
'insatiate': [15, 7] 
'una': [15, 2] 
'hysterical': [15, 3] 
'grotesque': [15, 6] 
'craze': [15, 2] 
'greeted': [15, 10] 
'crouched': [15, 7] 
'washington’s': [15, 1] 
'humanitarian': [15, 2] 
'hippomenes': [15, 3] 
'jars': [15, 7] 
'tires': [15, 8] 
'trip': [15, 7] 
'curled': [15, 5] 
'with”': [15, 5] 
'moonlight': [15, 7] 
'munich': [15, 3] 
'leto': [15, 2] 
'calchas': [15, 5] 
'danaan': [15, 2] 
'hoar': [15, 8] 
'ambrosial': [15, 4] 
'ford': [15, 8] 
'epeans': [15, 2] 
'wooded': [15, 3] 
'tug': [15, 6] 
'flinging': [15, 5] 
'falcon': [15, 6] 
'cushion': [15, 4] 
'greeting': [15, 9] 
'orion': [15, 6] 
'glutted': [15, 5] 
'urns': [15, 5] 
'bags': [15, 7] 
'stockman': [15, 1] 
'cypress': [15, 6] 
'brine': [15, 7] 
'anchors': [15, 5] 
'circes': [15, 3] 
'charybdis': [15, 5] 
'savoury': [15, 8] 
'nahor': [15, 1] 
'eliezer': [15, 1] 
'1924': [15, 1] 
'2513': [15, 1] 
'2514': [15, 1] 
'2515': [15, 1] 
'2516': [15, 1] 
'2517': [15, 1] 
'2613': [15, 1] 
'2614': [15, 1] 
'2710': [15, 1] 
'2711': [15, 1] 
'2712': [15, 1] 
'eliphaz': [15, 1] 
'sojourneth': [15, 1] 
'829': [15, 1] 
'831': [15, 1] 
'832': [15, 1] 
'931': [15, 1] 
'groweth': [15, 2] 
'1226': [15, 1] 
'1227': [15, 1] 
'drave': [15, 3] 
'1429': [15, 1] 
'1431': [15, 2] 
'2023': [15, 1] 
'2024': [15, 1] 
'2025': [15, 1] 
'2026': [15, 1] 
'smiteth': [15, 3] 
'2226': [15, 1] 
'2227': [15, 1] 
'2228': [15, 1] 
'2321': [15, 1] 
'candlesticks': [15, 2] 
'pomegranate': [15, 4] 
'offereth': [15, 1] 
'1133': [15, 1] 
'1531': [15, 1] 
'kohathites': [15, 1] 
'winepress': [15, 1] 
'sickle': [15, 4] 
'ziklag': [15, 1] 
'ahitub': [15, 1] 
'ahimaaz': [15, 1] 
'ahimelech': [15, 1] 
'mephibosheth': [15, 1] 
'psalteries': [15, 2] 
'bani': [15, 1] 
'eliakim': [15, 1] 
'nebuzaradan': [15, 1] 
'tobiah': [15, 1] 
'soweth': [15, 1] 
'fool’s': [15, 8] 
'shorn': [15, 6] 
'shadrach': [15, 1] 
'meshach': [15, 1] 
'abednego': [15, 1] 
'yore': [15, 3] 
'corse': [15, 6] 
'slumbers': [15, 6] 
'aeneid': [15, 2] 
'remaind': [15, 2] 
'stoppd': [15, 2] 
'namd': [15, 2] 
'desart': [15, 2] 
'assignd': [15, 2] 
'matchless': [15, 3] 
'bathd': [15, 2] 
'confusd': [15, 2] 
'shewd': [15, 2] 
'implord': [15, 2] 
'blessd': [15, 2] 
'besmeard': [15, 2] 
'gathring': [15, 2] 
'vowd': [15, 2] 
'prevaild': [15, 2] 
'ownd': [15, 2] 
'tyd': [15, 1] 
'myrrha': [15, 2] 
'nebridius': [15, 1] 
'createdst': [15, 1] 
'morocco': [15, 3] 
'corridor': [15, 4] 
'mademoiselle': [15, 2] 
'monseigneur': [15, 1] 
'please”': [15, 4] 
'importuned': [15, 4] 
'body”': [15, 2] 
'pompey’s': [15, 2] 
'sprightliness': [15, 2] 
'trouble”': [15, 4] 
'ceremonious': [15, 5] 
'business”': [15, 4] 
'tunis': [15, 3] 
'for’t': [15, 6] 
'else”': [15, 4] 
'curiosity”': [15, 2] 
'alonso': [15, 2] 
'andres': [15, 1] 
'point”': [15, 4] 
'miranda': [15, 2] 
'alyona': [15, 1] 
'ivanovna”': [15, 1] 
'ivanovitch': [15, 1] 
'petrovitch’s': [15, 1] 
'“ach': [15, 1] 
'banish’d': [15, 5] 
'stol’n': [15, 6] 
'brutus’': [15, 2] 
'calphurnia': [15, 1] 
'diotima': [15, 1] 
'refreshing': [14, 10] 
'intimated': [14, 9] 
'bondman': [14, 4] 
'reptiles': [14, 5] 
'sunder': [14, 7] 
'sham': [14, 9] 
'headed': [14, 7] 
'chained': [14, 10] 
